"Position","Title","Details","talk_id","talk_url","talk_desc","speakers","talk_times"
"8","In-Memory Computing - The Big Picture","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20299","20299","https://devoxx.be/talk/?id=20299","Modern software systems must process tons of data and must provide low latency responsiveness to be able to compete. We've known for a long time that traditional databases cannot keep pace. In-memory computing is incredibly faster. Therefore, in-memory concepts have been added at every nook and cranny. However, is it enough just to use some in-memory computing? Are there differences? Is it sufficient to simply use a cache? Are there pitfalls? When should I use a distributed cache? Is an in-memory database the better approach? What is actually an in-memory data grid? In this session, you learn the basics and get a better overview to make a decision that fits your project and team.","Markus Kett","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"9","Java Patterns and Practices for Serverless Applications","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=47037","47037","https://devoxx.be/talk/?id=47037","Is it possible to migrate Java EE / J2EE monoliths ...to AWS Lambda? How to package an AWS Lambda application efficiently? Relying on Java's superpower: how to reuse IaC / CDK constructs with Java?How to create a self-provisioned serverless application with Java? What is the granularity of a function? What is the difference between a function and a microservice? Are synchronous functions an anti-pattern? How to efficiently structure Java applications' business and IaC code. I will discuss ""working"" practices and patterns with code and live deployments in this code-focused session. Attendees' questions are highly appreciated!","Adam Bien","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"10","Microservices Got Talent: The Event-Driven Beautiful Dance","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=23697","23697","https://devoxx.be/talk/?id=23697","Event sourcing has gained significant attention in the world of software development as a powerful architectural pattern for building robust and scalable applications. However, embracing event sourcing comes with its own set of challenges and pitfalls that can make you dance out of rhythm.In this session, we will delve into the intricacies of event-driven microservices and explore the main patterns and anti-patterns that will allow you to discover the right rhythm to dance the event-driven beat.Furthermore, we will explore common patterns to achieve data consistency in distributed systems — namely, Choreographed and Orchestrated Sagas. By understanding the building blocks required for successful implementation - timers, retries, pause strategies, back-off mechanisms, and circuit breakers, you will learn how to compose a well-tuned distributed system.","Renato Cavalcanti","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"11","Open standards for building event-driven applications in the cloud","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20267","20267","https://devoxx.be/talk/?id=20267","AsyncAPI is an open-source specification for describing and documenting asynchronous APIs, similar to OpenAPI specification for documenting RESTful APIs. CloudEvents is a specification for event data in the cloud. Together, they enable developers to design, document, and test event-driven APIs and to easily share and consume event data across different cloud platforms and ecosystems.In this session, we will explore the benefits of using AsyncAPI and CloudEvents in your tech stack, and how they can help you build asynchronous, event-driven applications that are well-documented and easy to maintain.","Mete Atamel","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"12","Spring Modulith – A Deep Dive","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=6753","6753","https://devoxx.be/talk/?id=6753","Spring Modulith is a very recent addition to the Spring Framework project ecosystem. It allows application developers to express logical application modules in their Spring Boot-based code bases.The hands-on lab introduces the fundamental concepts of Spring Modulith, how to design application modules, how to structure a project for encapsulation and test modules both isolated and in collaboration. Further, we discuss various application module interaction strategies and their specific tradeoffs to eventually conclude exploring the architectural observability of the application, both in form of documentation and runtime information.","Oliver Drotbohm","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"13","Standardizing Observability in Distributed Systems","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=8354","8354","https://devoxx.be/talk/?id=8354","","unknown","unknown"
"14","Things I wish I knew before I started with event sourcing","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=10618","10618","https://devoxx.be/talk/?id=10618","So, you've heard about this event sourcing thing and you're eager to try it? Looks great, gives you events history, auditing, read models you can build for given use case and rebuild at any time and so on. It has it's pros indeed (a lot), it also has some cons (well, there is no silver bullet), but there are things that you can only learn and truly understand when you hit the problem and experience it for real. How it all works and how it fits in the real world systems? There are few gems and tricks in all this event sourcing world that I learned over time that I'd like to show you. What to watch for when choosing that architecture, what to avoid and how to do certain things in an event-sourced way for successful long running project. I hope this talk will either save you from making few of the mistakes I did (or was close to doing so) or at least shed some more light on event sourcing in practical aspect.","Michał Ostruszka","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"1","A hitchhikers guide to observe (Java) applications in Kubernetes","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=23663","23663","https://devoxx.be/talk/?id=23663","Understanding Kubernetes can be hard. Not only in the initial learning and understanding of the concepts, but also the aspect of keeping an overview of what is happening inside at the workloads of the cluster can be challenging.How can you quickly and easily tell if your apps are healthy, well utilised and running fine?Observability is an essential component in software development in general. With the change to cloud-native/microservice approaches on the one hand and the runtime with containers and Kubernetes on the other has even increased the necessity and complexity.In this deep dive, we'll look at various aspects of Kubernetes observability, and present multiple OSS solutions from the CNCF landscape and beyond to achieve that.We will start with tools simply querying the Kubernetes API and delivering the outputs in an easy-to-understand UI (e.g. Skooner, k9s), go over sidecar-based and eBPF-based services meshes (e.g. Istio/Kiali, Cilium/Hubble UI) and end with application-side logging, monitoring, and tracing (e.g. OpenTelemetry, fluentd, Jaeger, Grafana).﻿Each level of observability demands a certain price in terms of configuration and runtime overhead. In turn, the quality and depth of the information is different. We will also provide a dedicated section about the generic roles of Prometheus and Grafana in this context.The major part of this deep dive will be live demonstrated. This does not only include the usage, but also the setup and configuration of the tools.The intended take-away is to get a feeling of which type of tooling is the right one for a given purpose. Some of the technologies have a polyglot aspect and can be applied independent of the framework, but the talk has a strong focus on JVM-based applications.","Tiffany Jernigan#Matthias Haeussler","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"2","Closing the Developer Experience Gap of your Container Platforms","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20281","20281","https://devoxx.be/talk/?id=20281","Due to the lack of user focus, many container platforms have a big developer experience gap.That's not only because building a Kubernetes platform is complex but also because deploying applications on Kubernetes requires expertise in many Container and Kubernetes concepts. And once developers learn them, they still must spend a lot of time maintaining containers, writing YAML templates, and orchestrating many moving Kubernetes parts.Like in the days when the Waterfall model was the standard for software development, developers today shouldn’t have to care where and how their applications run and focus on adding business value by implementing new features.In this session, we will explore some of the powerful open-source technologies available within the Kubernetes ecosystem to close the developer experience gap like Backstage, Cloud Native Buildpacks, Knative, and Cartographer.","Timo Salm","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"3","Dockerfiles, Buildpacks, Jib and more ... what's the best way to run your Java code in Containers?","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=39107","39107","https://devoxx.be/talk/?id=39107","A typical workflow in a modern software dev project often looks like: Build code, put the built artifact into a container image, put the container image into a registry and deploy to Kubernetes. Each step has it’s own requirements and pitfalls alike. The overall goal is most often to bake those steps into easily repeatable pipelines and enable a high degree of automation and standardization.Dockerfiles seems to be the choice with the highest adoption when it comes to containerizing code artefacts. However most Dockerfiles (and also most sample's of Dockerfiles you find in tutorials) do not exploit it to the full potential.There are a lot of improvements to be done in how to build and optimize for Java-based applications.The talk will give deeper insights by comparing (simple and multi-stage) Dockerfiles to Cloud-Native Buildpacks (buildpacks.io/paketo.io), Google’s JIB and Source2Image under the evaluation criteria of build time, build size, standardization, robustness, memory configuration and security. The examples and live demo will have certain focus on Java-based frameworks (Spring Boot, Quarkus, Micronaut), but coverage of other languages will also be included and highlighted.The intended take-away of the session is a better overview of Open Source technologies for container building and deployment options along with understanding of requirements, advantages and drawbacks.","Matthias Haeussler","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"4","Don’t let ephemeral CI kill your developer productivity","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=50799","50799","https://devoxx.be/talk/?id=50799","The Gradle Build Tool comes with a number of performance optimizations that help reduce the work to be done for each build. However some of these optimizations are achieved by keeping local state. While this is beneficial for local development, it can cause surprises in modern continuous integration setups where the trend is to have isolated and disposable environments. Suddenly, your Gradle build is slow!The goal of this session is to provide strategies for getting the best of both worlds: Allow Gradle to leverage its performance optimizations while running in ephemeral environments.The session will cover different performance aspects of a Gradle build and show you how to leverage them in such an environment.","Louis Jacomet","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"5","Fake it until you `make it`. API integration testing with WireMock and Testcontainers","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=47045","47045","https://devoxx.be/talk/?id=47045","Testcontainers has become one of the most popular tools for software integration testing. If you can put your system-under-test into a container, Docker compose cluster or a pod, this is what you're likely to use. If your target isn't ready, not containerizable or just too heavy for testing as is, you can always use mock API testing frameworks like WireMock. Can you combine both approaches? Sure! In this talk, we will classify integration testing and discuss application areas for WireMock and Testcontainers, and discuss which tool to choose for each use-case. And why not both? We will discuss putting WireMock into Testcontainers, and getting the best from their features thanks to the new modules and integrations. Last but not least, we will see how to put WireMock in front of the Testcontainers or your real system to do deeper tests or even chaos engineering. P.S: We will focus on the Java and maybe Golang examples, but the same approaches can be used in any technology stack for which the Testcontainers SDK is available.","Oleg Nenashev#Oleg Šelajev","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"6","Flight recordings and mission control through thick clouds","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=25101","25101","https://devoxx.be/talk/?id=25101","So you just deployed your application to prod like any other day. In a matter of minutes you see the thread pool filling up and clients timing out. First you roll back the code, then you start to investigate the logs and ask the infrastructure guys, but nothing obvious springs to mind. Then you go over every new commit with your team, but nothing really stands out. You are unable to reproduce the problem in either regression tests or load tests. This is the kind of situation where you need the flight recorder and mission control. It allows you to capture the nitty gritty details out of your JVM at runtime with a minimal amount of overhead.Given that you run java 8 or later, both flight recorder and mission controls are now open source and free to use, even in production.Unfortunately, at the same time that we got access to the tools, our applications moved into the cloud, running in barebone containers stripped of even the most essential tools, and no longer reachable over the network. So a lot of our toolbox just went out the window!Fear not, we will connect the dots between the JDK tools and JVMs running in the cloud, using only open source tools and standards such as kubernetes and spring boot to achieve this.The presentation is based on live demonstration.","Martin Skarsaune","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"7","Into the hive of eBPF!","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=6781","6781","https://devoxx.be/talk/?id=6781","The buzz around eBPF is growing quickly and it is rising as an essential component for observability, security, tracing and networking within the cloud native ecosystem. In fact, it is changing the way we think about operating systems by opening the doors to fully customize the Linux kernel as a platform.In this session, we will cover the fundamentals of eBPF,its internals and core architecture. We will also delve into building real world examples and how developers can benefit from getting an inside look into their applications without code instrumentation, getting traces, analyzing the performance and identifying possibilities to improve using eBPF.We will also cover eBPF's benefits for cloud-native environments, highlighting its expanding landscape allowing to harness eBPF power and unlock its potential.","Mohammed Aboullaite","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"8","Java Observability with OpenTelemetry","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=67051","67051","https://devoxx.be/talk/?id=67051","Observability is a set of techniques and tools used to enhance our understanding of complex IT systems. It is more important than ever that we run our software in the cloud, building it based on microservice concepts and tons of third party components and services. Observability helps by adding an additional perspective on top of classic monitoring systems. OpenTelemetry is currently the most vibrant and dynamic attempt to standardize observability with open standard and open source implementation of that standard. Let’s look at observability and OpenTelemetry from a Java perspective. What capabilities are available? How to start? What's next?","Andrzej Kubik","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"9","Kubernetes. From 0 to Production-Grade with Java","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=68901","68901","https://devoxx.be/talk/?id=68901","I hear you thinking, “is this yet another session about doing cloud native development?”. Well.. yes, sort of, but we promise it’s going to be a good one - or so we think :).  In this session we’re going to talk (and demo!) about what it means to be a good Cloud Citizen - which is more than merely putting an application in a container and deploying it. To optimize your (Java) application's performance and resilience in the cloud, it is essential to consider factors such as providing real-time health status through fine-grained metrics. You’ll also need to ensure fast startup, and avoid excessive resource consumption within the cluster. Being a good Cloud Citizen also involves streamlining configuration, deployment and upgrade processes. By integrating these tasks seamlessly, the application can facilitate smooth deployments and upgrades, which will lead to more efficiency and ease of management. Join us in this session and embark on a journey to develop a perfect(ish) Cloud Native Java Application with Quarkus. This journey will encompass a comprehensive understanding of both the development and operational perspectives, aiming to optimize applications for the cloud environment. You will get an overview of the Kubernetes basics from a Java developer’s perspective and learn step-by-step how to get your application production ready on Kubernetes.","Kevin Dubois#Alex Soto","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"10","Observability for Java Developers (2023 Edition)","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=32655","32655","https://devoxx.be/talk/?id=32655","","unknown","unknown"
"11","Release your creations into the world with JReleaser!","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20252","20252","https://devoxx.be/talk/?id=20252","As a developer, you've been getting dependencies and applications from places like Maven Central, Homebrew and Chocolatey. Have you ever wondered how you can add your own creations to those packagers and repositories? Wouldn't that be cool?!? Anyone worldwide being able to install your CLI or use your library with the tools they already use?In this talk, we'll show you just how fast and easy it can be to do just that! We'll show you practical examples, like sharing a CLI app through Homebrew or publishing your library on Maven Central while announcing it on social media, all using JReleaser! After this talk, you'll have learned exactly what this free Open Source tool has to offer and you'll know why we are so excited to tell you about it!So strap on your jetpack and join us as we show you how to package, publish, release and announce your creations at the speed of light!","Tom Cools#Maarten Mulders","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"12","Speeding up Jenkins, Gradle, and Maven with a Build Cache","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=47010","47010","https://devoxx.be/talk/?id=47010","The Gradle and Maven Build Cache can improve your life as a developer by reducing the amount of time you spend waiting on your JVM builds, whether locally or as part of your automated CI. By storing compiled classes, test outputs, and other such artifacts, the build cache facilitates the reuse of output from any previously invoked Gradle task or Maven goal. In this breakout session, we'll take a closer look at how the build cache works and demonstrate how to best adapt it to your projects. You'll come away with a better understanding of:What a Build Cache is and how it benefits your local and CI buildsHow a build cache worksReal world build cache success stories for Jenkins and Maven builds","Justin Reock","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"13","Toward a carbon-aware Cloud","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=36654","36654","https://devoxx.be/talk/?id=36654","""I have all my infra in the cloud, so I do not emit CO2.""The cloud holds a dirty secret: it generates greenhouse gas emissions on par with entire countries such as France or the United Kingdom (IEA, 2021).Infra & Cloud teams have the power to mitigate this issue. It all starts with a simple decision: choosing the right cloud region on platforms like GCP, Azure, or AWS. This choice can reduce emissions by a factor of 10! For example, Ireland has a carbon intensity of 400 gCO2eq/kWh, while the French network can go as low as 20 g.I will demonstrate how we can measure and drastically reduce these emissions, making our cloud ""carbon-aware."":- Address the issue of CO2 emissions in the cloud.- Present the regulatory and financial landscape that compels us to address this problem.- Introduce techniques to measure and estimate emissions using observability tools.- Discuss practical methods to reduce the carbon footprint of your cloud infrastructure.- Explain the concept of ""carbon-awareness,"" where infrastructure dynamically self-adjusts based on emissions.- Live demo showcasing a carbon-aware infrastructure.To illustrate this concept, I will demonstrate how an infra can seamlessly ""move"" a cluster of instances between regions based on the carbon intensity of the electrical grid, without any downtime or compromising service quality.All of this serves to demonstrate how infrastructure can dynamically adjust to emissions and become ""carbon-aware""!","Olivier Bierlaire","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"14","We all grow older, but do our projects really have to?","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=69351","69351","https://devoxx.be/talk/?id=69351","Due to a wide variety of reasons your codebase might have gotten a bit stale, and you now need to do a major upgrade (and maybe even switch framework) or maybe there are new guidelines to follow that need to be applied to all your projects.Do you really have to do all the basic actions yourself, do you need to go through every single file, just to use modern conventions?In this Tools in Action talk I'll showcase how OpenRewrite can come to your aid to help you modernize your applications, and apply major refactorings.","Simon Verhoeven","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"15","Where the JVM is Entering the Era of AI Performance Tuning!","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=10635","10635","https://devoxx.be/talk/?id=10635","Developed by the JVM team at Oracle, Oracle Java Management Cloud Service (JMS) recently introduced a performance AI engine to analyse and generate tuning recommendations to improve the performance of Java applications. JMS collects JVM telemetry runtime data to analyze JVM performance statistics and uses a tuning engine that leverages decades of in-depth knowledge of how the JVM works to recommend optimum JVM setup. The JVM has more than 500 arguments, many of them obscure to most Java developers to tune the JVM. By analyzing garbage collection logs, JVM logs and JFR recording and the understanding of JVM internal heuristics, the recommendation engine identifies specific areas for optimization and suggest optimized JVM arguments. With this feature, developers can identify performance bottlenecks and take appropriate measures to optimize the overall performance of their applications. Java Management Cloud Service empowers enterprises to maximize the performance, security, and efficiency of their Java workloads to an even greater extent. JMS can evaluate the effort and feasibility of migrating Java applications to newer JDK versions, identify and report potential vulnerabilities (CVE) associated with 3rd party Java libraries used by applications, assess the impact of Oracle JRE and JDK Cryptographic Roadmap on application, use Java Flight Recorder to gather application runtime data, and manage the install and removal of older JDK versions to keep all your systems secured from a centralized console.","Ana-Maria Mihalceanu","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"1","A fun and absurd introduction to Vector Databases","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=10639","10639","https://devoxx.be/talk/?id=10639","Vector databases have emerged as an exciting new tech in the world of data storage. Unsurprisingly enough, they have become the go-to choice for storing vectors (who would have thought?!) and are widely used in conjunction with generative AI. Apart from their use in AI applications, they can also be extremely handy as search engines, especially if you are looking to implement natural language interfaces. If you're reading this and eager to harness the power of vector databases to bring your application to the next level, then this talk is tailor-made for you!Whether you're an experienced database professional or an adventurous developer seeking fresh perspectives, Alexander will guide you through the process of getting started with a Vector Database. He will demonstrate how to translate your data into vectors and master the art of querying that data. From text search to image search to generative search, Alexander's goal is to provide an engaging introduction to Vector Databases and, hopefully, inspire you to explore their full potential.","Alexander Chatzizacharias","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"2","AI Unbounded: Multiplying the Collective Intelligence of Humanity","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=5755","5755","https://devoxx.be/talk/?id=5755","Collective intelligence is shared or group intelligence that emerges from the collaboration, collective efforts, and competition of many individuals. In 'Multiplying the Collective Intelligence of Humanity', we'll uncover the exciting potential of Artificial Intelligence as a catalyst for exponential human progress.We'll discuss how AI is not only revolutionizing the way we work, learn, and collaborate, but also how it's driving ethical and sustainable solutions for our global challenges. With a focus on open-source collaboration and cautious, responsive implementation, we'll explore how we're at the brink of a new era - where AI tools and technologies are multiplying our capabilities, accelerating scientific discovery, and transforming the future of work.Join us as we delve into the unbounded potential for human progress through AI in this fascinating journey towards our collective future.","Greg Kamradt","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"3","BERT for Legal Texts: Training and Fine-tuning in a New Language","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=29017","29017","https://devoxx.be/talk/?id=29017","This talk explores the process of training and fine-tuning BERT, a state-of-the-art language model, specifically for legal texts in a new language using HuggingFace transformers library and RoBERTa model. Discover the challenges of adapting BERT for legal jargon and nuances, including the difficulties of learning a language with limited resources and speakers. Gain insights into masked language modeling techniques and how they can be applied to improve language understanding in the legal domain. Explore the unique considerations and potential solutions when working with legal texts in lesser-known languages.","Nemanja Petrovic","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"4","Beyond Logs: Real-Time Anomaly Detection without Migraines","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=4762","4762","https://devoxx.be/talk/?id=4762","Logs and traces generated by applications are valuable sources of information that can help detect issues and improve performance. However, they are often treated separately from other data, even though they are no different from the data an application works with. In this talk, we will explore a different approach: treating logs and traces as part of a scalable cloud storage repository that can be analyzed with the same techniques used for big data. By keeping all the data together, we can apply machine learning models to detect situations of interest and alert us in real-time when unwanted behavior is occurring or brewing. This approach enables intelligent monitoring that goes beyond simple threshold-based alerts and can help identify complex issues that would otherwise go unnoticed. We will discuss how to harness existing technologies to implement this approach, providing attendees with practical tips and insights that they can apply to their own projects.","Fawaz Ghali","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"5","From Clicks to Conversations: Designing LLM-powered Apps","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=34553","34553","https://devoxx.be/talk/?id=34553","Buckle up, we are about to embark on a journey through human-computer interaction. Remember the good old days of graphical interfaces and mice? Hold on to your keyboards because we're living in the age of the second revolution: natural language interaction.Join me in this presentation where we'll unleash the power of natural language interaction by turning a boring application into a fantastical LLM-powered app. Wave goodbye to those buttons, filters, and navigation panels because we're about to rewrite the user interface rulebook! We'll demystify the process by starting from the basics— a quick recap' of LLM principles, followed by a first solution using the OpenAI API. We will then go on to use agents with the remarkable LangChain framework in a second solution.By the end of this talk, you'll be armed with all the knowledge you need to build your own LLM-powered applications. You will also have a list of tricks, tips, and a good idea of the pitfalls related to working with LLMs.Disclaimer: Side effects may include an irrepressible desire to chat with inanimate objects. Attend at your own risk!","Marie-Alice Blete","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"6","Generative AI in practice: Concrete LLM use cases in Java, with the PaLM API","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=4452","4452","https://devoxx.be/talk/?id=4452","Large language models (LLMs) are a powerful new technology that can be used for a variety of tasks, including generating text, translating languages, and writing different kinds of creative content. However, LLMs can be difficult to use, especially for developers who are not proficient in Python, the lingua franca for AI. So what about us Java developers? How can we make use of Generative AI?This presentation will go through how to use LLMs in Java without the need for Python. We will use the PaLM API, provided by Google Cloud’s Vertex AI services, to perform a variety of tasks, such as searching through documentation, generating kids stories, summarizing content, extracting keywords or entities, and more.","Guillaume Laforge","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"7","How generative AI brings synthetic data to software engineering","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20264","20264","https://devoxx.be/talk/?id=20264","Synthetic (fake) images made by generative AI have been used in the medical world to train tumor detection software for many years now. Recently it has also become possible to generate synthetic tabular data, which makes up the bulk of the data in a bank like ING. In software Engineering testing is a very important activity but its only as good as the available test data. The automatic generation of synthetic tabular test data can help engineers so they can focus on the code. At ING we started the journey to use Generative AI to create Synthetic tabular data more than 2 years ago. I’m running a dedicated team that has already connected 11 applications to synthetic data and starts the scaling of this technology cross the bank. I will use a few examples of real projects to showcase what this is going to do for SoftwareEngineering. In one such project we are now able to generate 10k synthetic payments (SEPA) in less than 1 minute which manually took days to just create a few.In another one we generated thousands of synthetic request / reply json pairs which we then use to mock REST API’s. Or we produced a huge dataset for performance testing and shared it with an external party. We are also looking into the integration of this technology into Azure deployment pipelines in support of test automation. Based on the rich experience we already have at ING this will be a very hands on look into how engineers can benefit from this new technology.","Wim Blommaert","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"8","How to build a GPT4All","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=12508","12508","https://devoxx.be/talk/?id=12508","GPT4All is an open-source software ecosystem that allows anyone to train and deploy powerful and customized large language models on everyday hardware. This talk will:Give a brief history of large language modelsDiscuss the software stack required to make multi-billion parameter Transformer neural networks run on consumer grade CPUsDeep dive into the basic ingredients it takes build and deploy local large language modelsGive some broad level discussion around what it will take to have open source LLMs be as powerful as GPT4","Andriy Mulyar","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"9","Human vs AI: How to ship secure code","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=6775","6775","https://devoxx.be/talk/?id=6775","Artificial intelligence (AI) is already acting as a copilot in our daily lives, acting as a digital assistant or providing personalized experiences. Despite progress in many other areas, AI has historically stopped short of improving software development practices. Enter GitHub Copilot: the software industry’s first artificial intelligence solution that distills the collective knowledge of the world’s developers into an editor extension that suggests code in real time. ChatGPT then took the world by storm with its conversational capabilities and public reactions have been quite telling.This makes the process of building great software easier and faster, but what about more secure? In this session, we’ll demonstrate how GitHub Copilot and ChatGPT can help developers write more secure code through real-world use cases. The audience will come away with tips and best practices from the lessons we learned from experimenting with the tools.","Joseph Katsioloudes","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"10","Introduction To Building AI Applications: LangChain 101","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=5752","5752","https://devoxx.be/talk/?id=5752","Are you ready to demystify LangChain? In this session we will cover a comprehensive introduction to LangChain for beginners, where we deep-dive into the 7 core concepts and 9 primary use cases for building innovative applications with language models.Your instructor, Greg Kamradt, will take you on a tour of the AI landscape, unpacking how LangChain components map to real world applications.Armed with hands-on code samples and a companion LangChain Cookbook, you'll walk away with a AI 101 understanding to kick off your first AI projects. In addition to that a full list of 100+ examples of AI projects will be shared.Whether you're a curious newbie or a seasoned explorer seeking clarity, this session will elevate your LangChain proficiency and ignite creativity.","Greg Kamradt","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"11","Java Meets AI: A Hands-On Guide to Building LLM-Powered Applications with LangChain4j","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=34002","34002","https://devoxx.be/talk/?id=34002","Are you interested in building applications powered by Large Language Models (LLMs) using Java and Spring Boot?You can create your own AI-powered chatbots, process loads of unstructured data, and automate processes with the help of autonomous agents that can use various tools: call APIs, access databases, and even dynamically execute generated code!In this talk, we will cover everything you need to know to build your own LLM-powered app. We'll start by exploring the basic building blocks: various commercial and open-source LLMs (OpenAI, HuggingFace, etc.), document loaders, embeddings, numerous vector stores (Pinecone, Elastic, etc.), memory, agents, and tools. We'll then demonstrate how to easily chain these blocks together using a concise and unified Java API.We'll put LangChain4j into action by building a highly patient customer support agent that handles bookings, cancellations, and provides answers personalized to the customer and tailored to the company's policies.To help you get started with your own apps, we'll discuss how to select the right LLMs, embeddings, and vector stores for your specific use case, as well as the trade-offs to be made. We'll also cover how you can improve the quality by adjusting parameters, pre-processing your data, and crafting efficient prompts.By the end of this talk, you'll be able to build an LLM-powered app using Java, and you'll know how to choose the most suitable components for your specific requirements.","Lize Raes","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"12","Keep your models from misbehaving through MLOps","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=39120","39120","https://devoxx.be/talk/?id=39120","As the field of machine learning continues to skyrocket and AI has become the talk of the town, it becomes clear that the way models are being developed, verified, and put into production needs to grow up – literally.Just like how the (angry) teenager slowly reaches adulthood, we’re drawing ever closer to a robust, mature model development lifecycle to cope with the continuous retraining of models and the fast-moving changes in the field. Luckily, we can draw from the wisdom of software developers and their techniques to get us there. In this talk, Bert and Cédric will explore the wild world of MLOps – what it entails, how it is similar to, but also different from software engineering practices. We’ll show you the immense, potential benefits of having them work together with data science and machine learning teams, all from an app developer’s standpoint. By examining the similarities and differences between these disciplines, you can expect to go home carrying a deeper understanding of the opportunities presented by MLOps. Together, we’ll explore:·     model version control·     CI/CD·     data pipelines·     monitoring tools·     scalable and reliable deploying (think kubernetes) And the best part? You don't need (much) machine learning expertise to join us for this talk. See you at Devoxx?","Cedric De Haes#Bert Gossey","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
